id,name,state,category,featured
2862,Missouri Western State University Foundation Inc N 00008837,MISSOURI,HIGHER_EDUCATION,STATE
2863,Upland Hills Health Inc,WISCONSIN,HEALTH_CARE,STATE
2864,Ben Archer Health Center,NEW_MEXICO,HEALTH_CARE,
2865,Young Mens Christian Association Of The Fox Cities Inc,WISCONSIN,HUMAN_SERVICES,
2866,Gather Inc,DISTRICT_OF_COLUMBIA,RELIGION_RELATED,
2867,Womens Foodservice Forum,TEXAS,FOOD_AGRICULTURE_NUTRITION,
2868,Tel Hai Nursing Center Inc,PENNSYLVANIA,HUMAN_SERVICES,STATE
2869,United Activities Unlimited,NEW_YORK,HUMAN_SERVICES,
2870,Northern Lighthouse Inc,MAINE,HUMAN_SERVICES,
2871,Hvaf Of Indiana Inc,INDIANA,HOUSING_SHELTER,STATE
2872,United Cerebral Palsy Association Of Greater Sacramento Inc,CALIFORNIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
2873,California Society Of Anesthesiologists Inc,CALIFORNIA,OTHER,
2874,Foothills Visiting Nurse Home Care Inc,CONNECTICUT,UNCATEGORIZED,STATE
2875,National Institute For Automotive Service Exellence,VIRGINIA,UNCATEGORIZED,
2876,Massachusetts Foundation For Humanities Public Policy Inc,MASSACHUSETTS,ARTS_CULTURE_HUMANITIES,
2877,Leggett Platt Incorporated Employee Benefit Fund,MISSOURI,OTHER,
2878,Basic Health International,PENNSYLVANIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,
2879,Coastal Georgia Area Community Action Authority Inc,GEORGIA,HUMAN_SERVICES,STATE
2880,Oak Orchard Community Inc,NEW_YORK,HEALTH_CARE,NATIONAL
2881,New Directions Northwest Inc,OREGON,MENTAL_HEALTH_CRISIS_INTERVENTION,
2882,Frederick Health Hospice Inc,MARYLAND,HEALTH_CARE,NATIONAL
2883,Andover School Of Montessori Inc,MASSACHUSETTS,K_12,NATIONAL
2884,Grace Institute Of New York Inc,NEW_YORK,EMPLOYMENT,NATIONAL
2885,Milcom Systems Corporation Voluntary Employees Beneficiary,VIRGINIA,OTHER,
2886,Greater Memphis Alliance For A Competitive Workforce,TENNESSEE,EMPLOYMENT,STATE
2887,North Point Productions Inc,GEORGIA,RELIGION_RELATED,STATE
2888,Pomeroy Recreation And Rehabilitation Center,CALIFORNIA,HUMAN_SERVICES,STATE
2889,Vecino Centers For Health Services,TEXAS,HEALTH_CARE,
2890,Bath County Community Hospital,VIRGINIA,HEALTH_CARE,NATIONAL
2891,Northwest Tennessee Human Resource Agency,TENNESSEE,HUMAN_SERVICES,NATIONAL
2892,Home Builders Association Of Louisville Inc,KENTUCKY,OTHER,STATE
2893,Arkansas Association Of Educational Administrators,ARKANSAS,OTHER,
2894,Clear Path For Veterans Inc,NEW_YORK,PUBLIC_SOCIETAL_BENEFIT,
2895,Ecsu Foundation Inc,CONNECTICUT,OTHER,NATIONAL
2896,Agricenter International Inc,TENNESSEE,FOOD_AGRICULTURE_NUTRITION,
2897,Make A Wish Foundation Of Greater Pennsylvania And West Virginia Inc,PENNSYLVANIA,HUMAN_SERVICES,
2898,Haven House Bridges Inc,NEW_YORK,HOUSING_SHELTER,
2899,Ohio Associated School Insurance System Oasis Trust Co J W Didion,OHIO,K_12,NATIONAL
2900,Mulberry School Inc,CALIFORNIA,K_12,
2901,Muslim Aid America,VIRGINIA,HUMAN_SERVICES,STATE
2902,Tax Executives Institute Inc,DISTRICT_OF_COLUMBIA,UNCATEGORIZED,STATE
2903,Da Vinci Schools,CALIFORNIA,K_12,
2904,The Santa Monica College Foundation,CALIFORNIA,OTHER,
2905,Ben Yehuda Academy,TEXAS,K_12,
2906,Community Supports Inc,FLORIDA,HUMAN_SERVICES,STATE
2907,Fresno Christian Schools,CALIFORNIA,K_12,
2908,Old Dartmouth Historical Society,MASSACHUSETTS,ARTS_CULTURE_HUMANITIES,
2909,Western Payments Alliance,CALIFORNIA,UNCATEGORIZED,STATE
2910,Presbyterian Hospital,NORTH_CAROLINA,HEALTH_CARE,
2911,Kohl Childrens Museum Of Greater Chicago Inc,ILLINOIS,ARTS_CULTURE_HUMANITIES,
2912,Pi Beta Phi Foundation,MISSOURI,HIGHER_EDUCATION,
2913,Ronald Mc Donald House Charities Of Arkansas Inc,ARKANSAS,HEALTH_CARE,
2914,Andrew Mc Donough B Positive Foundation,DELAWARE,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
2915,Emanate Health Medical Center,CALIFORNIA,HEALTH_CARE,STATE
2916,Comap Inc,MASSACHUSETTS,UNCATEGORIZED,
2917,Danny And Rons Rescue,SOUTH_CAROLINA,ANIMAL_RELATED,
2918,Texas Bar Foundation,TEXAS,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
2919,Sunriver Owners Association,OREGON,OTHER,
2920,Memorial Hospital Foundation,CALIFORNIA,HEALTH_CARE,STATE
2921,National Association Of Basketball Coaches Foundation Inc,MISSOURI,HIGHER_EDUCATION,NATIONAL
2922,Kids In Distress Foundation Incorporated,FLORIDA,HUMAN_SERVICES,NATIONAL
2923,Envision Unlimited,ILLINOIS,HUMAN_SERVICES,STATE
2924,Christian Community Homes And Services Inc,WISCONSIN,HEALTH_CARE,
2925,Capital Area Community Action Agency Inc,FLORIDA,HUMAN_SERVICES,
2926,Washington City Mission Inc,PENNSYLVANIA,HUMAN_SERVICES,STATE
2927,Independent Lubricant Manufacturers Association,VIRGINIA,OTHER,
2928,Island Conservation,CALIFORNIA,ANIMAL_RELATED,NATIONAL
2929,The Southeastern Illinois College Foundation,ILLINOIS,HIGHER_EDUCATION,NATIONAL
2930,Valentine Museum,VIRGINIA,ARTS_CULTURE_HUMANITIES,NATIONAL
2931,Southampton Golf Club Inc,NEW_YORK,OTHER,STATE
2932,Herbert Lehman College Association For Campus Activities Inc,NEW_YORK,OTHER,
2933,Living Classrooms Foundation Inc,MARYLAND,OTHER,
2934,Veterans Of Foreign Wars Dept Of Minnesota,MINNESOTA,PUBLIC_SOCIETAL_BENEFIT,
2935,Rolling Plains Management Corporation Of Baylor Cottle Foard,TEXAS,HUMAN_SERVICES,
2936,Pana Community Hospital Association,ILLINOIS,HEALTH_CARE,
2937,Leeway Inc,CONNECTICUT,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
2938,Lakeshore Players Inc,MINNESOTA,ARTS_CULTURE_HUMANITIES,
2939,Hospice Of The Chesapeake Foundation Inc,MARYLAND,HEALTH_CARE,STATE
2940,Encore Learning Corporation,LOUISIANA,K_12,STATE
2941,Jcpds International Centre For Diffraction Data,PENNSYLVANIA,SCIENCE_TECHNOLOGY,NATIONAL
2942,International Anticounterfeiting Coalition Inc,DISTRICT_OF_COLUMBIA,UNCATEGORIZED,
2943,Clemson University Continuing Educ And Conference Complex Corporation,SOUTH_CAROLINA,HIGHER_EDUCATION,
2944,Nassau Suffolk Services For The Autistic,NEW_YORK,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,NATIONAL
2945,Centro Internacional De Mejoramiento De Maiz Y Trigo Df,VIRGINIA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,NATIONAL
2946,M I K I D Mentally Ill Kids In Distress,ARIZONA,UNCATEGORIZED,
2947,Cytec Industries Inc Employees Welfare Tr,NEW_JERSEY,OTHER,
2948,Pathway Homes Inc,VIRGINIA,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
2949,Lexington Christian Academy Inc,KENTUCKY,K_12,STATE
2950,American International College,MASSACHUSETTS,HIGHER_EDUCATION,STATE
2951,City Rescue Mission Inc,OKLAHOMA,HOUSING_SHELTER,NATIONAL
2952,Cutchins Programs For Children And Families Inc,MASSACHUSETTS,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
2953,C 5 Childrens School,CALIFORNIA,K_12,NATIONAL
2954,Center For Railroad Photography And Art Inc,WISCONSIN,ARTS_CULTURE_HUMANITIES,STATE
2955,Mortgage Bankers Association Of America,DISTRICT_OF_COLUMBIA,UNKNOWN,
2956,Lawndale Christian Health Center,ILLINOIS,HEALTH_CARE,STATE
2957,Beth Israel Medical Center,NEW_YORK,HEALTH_CARE,STATE
2958,Mercyhealth Development Foundation Inc,ILLINOIS,HEALTH_CARE,
2959,Kolby Academy,CALIFORNIA,K_12,STATE
2960,Reliance Community Care Partners,MICHIGAN,HEALTH_CARE,STATE
2961,Commquest Services Inc,OHIO,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
2962,West Laurel Hill Cemetery Co Lot Holders Trust,PENNSYLVANIA,OTHER,
2963,Reid Health,INDIANA,HEALTH_CARE,
2964,Diocese Of Lincoln Catholic Foundation Of Southern Nebraska,NEBRASKA,RELIGION_RELATED,
2965,Ibew Neca Southwestern Health Benefit Fund,TEXAS,OTHER,STATE
2966,Unity Health Care Inc,DISTRICT_OF_COLUMBIA,HEALTH_CARE,
2967,Childrens Aid Society Of Clearfield County,PENNSYLVANIA,OTHER,NATIONAL
2968,Upmc,PENNSYLVANIA,UNCATEGORIZED,NATIONAL
2969,Western Pennsylvania Operating Engineers Joint Apprenticeship,PENNSYLVANIA,UNCATEGORIZED,STATE
2970,Benedictine Care Centers Green Prairie Place,MINNESOTA,HEALTH_CARE,NATIONAL
2971,Providence Health Services,WASHINGTON,HEALTH_CARE,
2972,Keswick Foundation Inc,MARYLAND,HEALTH_CARE,STATE
2973,Lamplighters Yeshivah,NEW_JERSEY,K_12,STATE
2974,Providence Saint Johns Health Center,WASHINGTON,HEALTH_CARE,STATE
2975,Brookline I L Peretz School Of The Workmens Circle Inc,MASSACHUSETTS,ARTS_CULTURE_HUMANITIES,STATE
2976,Clewiston Christian School Inc,FLORIDA,K_12,
2977,International Association Of Administrative Professionals,MISSOURI,OTHER,STATE
2978,Abilities In Motion,PENNSYLVANIA,UNCATEGORIZED,STATE
2979,Insurance Information Institute Inc,NEW_YORK,UNCATEGORIZED,STATE
2980,Center For Hope And Safety,OREGON,HUMAN_SERVICES,
2981,Athenian School,CALIFORNIA,K_12,NATIONAL
2982,Students Care Inc,FLORIDA,HEALTH_CARE,STATE
2983,Foundation School Incorporated,CONNECTICUT,K_12,STATE
2984,Baltimore Healthy Start Inc,MARYLAND,HEALTH_CARE,
2985,Consortium For Command Control Communications And Computer Tech,DISTRICT_OF_COLUMBIA,PUBLIC_SOCIETAL_BENEFIT,
2986,Society For The Preservation Of Maryland Antiquities,MARYLAND,ARTS_CULTURE_HUMANITIES,
2987,Little School,WASHINGTON,K_12,NATIONAL
2988,Santa Barbara Cottage Hospital,CALIFORNIA,HEALTH_CARE,STATE
2989,Independent Order Of Odd Fellows,CALIFORNIA,UNKNOWN,STATE
2990,Academy Foundation,CALIFORNIA,ARTS_CULTURE_HUMANITIES,NATIONAL
2991,Family Crisis Centers Of Northwest Iowa,IOWA,HUMAN_SERVICES,
2992,Kings Daughters School Of Maury County Tennessee,TENNESSEE,K_12,
2993,Delta Sigma Theta Sorority,DISTRICT_OF_COLUMBIA,UNCATEGORIZED,NATIONAL
2994,Lake Center Christian School,OHIO,K_12,NATIONAL
2995,Bacone Baptist Church,OKLAHOMA,HIGHER_EDUCATION,NATIONAL
2996,Elderserve Inc,KENTUCKY,HUMAN_SERVICES,
2997,St Marys Sacred Heart Hospital Inc,GEORGIA,HEALTH_CARE,STATE
2998,Homeownership Center Of Tacoma,WASHINGTON,HOUSING_SHELTER,
2999,Northeast Independent Living Program Inc,MASSACHUSETTS,UNCATEGORIZED,STATE
3000,University Of Maryland Obstetrical And Gynecological Associates P A,MARYLAND,HIGHER_EDUCATION,NATIONAL
3001,Rotary International,ILLINOIS,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3002,Brooklyn Law School,NEW_YORK,HIGHER_EDUCATION,
3003,Westport Country Playhouse Inc,CONNECTICUT,ARTS_CULTURE_HUMANITIES,
3004,Sumter County Opportunities Inc,ALABAMA,UNCATEGORIZED,
3005,Boys And Girls Club Of Truckee Meadows,NEVADA,YOUTH_DEVELOPMENT,
3006,St Johns Villa,OHIO,HUMAN_SERVICES,STATE
3007,Veritas Academy,TEXAS,K_12,
3008,Food Bank Of Eastern Michigan Inc,MICHIGAN,FOOD_AGRICULTURE_NUTRITION,
3009,Jewish Council For Youth Services,ILLINOIS,YOUTH_DEVELOPMENT,
3010,National Underground Railroad Freedom Center Inc,OHIO,ARTS_CULTURE_HUMANITIES,
3011,Spectrum Community Services Inc,PENNSYLVANIA,UNCATEGORIZED,
3012,Refugee Immigration Ministry,MASSACHUSETTS,UNKNOWN,
3013,Breedlove Foods Inc,TEXAS,HUMAN_SERVICES,
3014,Priorities Usa,DISTRICT_OF_COLUMBIA,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,STATE
3015,Shaker Lakes Regional Nature Center,OHIO,ENVIRONMENT,STATE
3016,Milwaukee Health Services Inc,WISCONSIN,HEALTH_CARE,
3017,Greenfield Center School Inc,MASSACHUSETTS,K_12,NATIONAL
3018,Foundation For Accounting Education Inc,NEW_YORK,HIGHER_EDUCATION,NATIONAL
3019,Hope Christian Schools Inc,NEW_MEXICO,K_12,
3020,Abilene Heritage Square Inc,TEXAS,ARTS_CULTURE_HUMANITIES,STATE
3021,The Osborn Family Health Center Inc,NEW_JERSEY,HEALTH_CARE,
3022,Pet Industry Joint Advisory Council,VIRGINIA,OTHER,
3023,Goodwill Industries Of The Columbia,WASHINGTON,HUMAN_SERVICES,NATIONAL
3024,Herbalife Nutrition Foundation,CALIFORNIA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
3025,University Of Findlay,OHIO,HIGHER_EDUCATION,STATE
3026,Young Mens Christian Association Columbus,GEORGIA,HUMAN_SERVICES,NATIONAL
3027,American Council For An Energy Efficient Economy,DISTRICT_OF_COLUMBIA,ENVIRONMENT,STATE
3028,Hawaii Public Television Foundation,HAWAII,OTHER,NATIONAL
3029,The Portage Foundation,OHIO,OTHER,STATE
3030,Matter,MINNESOTA,PUBLIC_SOCIETAL_BENEFIT,
3031,Life School Of Dallas,TEXAS,OTHER,STATE
3032,Barkai Foundation Inc,NEW_YORK,K_12,STATE
3033,Virginia Aquarium Marine Science Center,VIRGINIA,ARTS_CULTURE_HUMANITIES,
3034,Palm Harbor Community Service Agency Inc,FLORIDA,RECREATION_SPORTS,
3035,Guthrie Risk Retention Group,SOUTH_CAROLINA,MENTAL_HEALTH_CRISIS_INTERVENTION,
3036,Phmeagle Crest Inc,MINNESOTA,HUMAN_SERVICES,STATE
3037,Independent Living Services Inc Ar,ARKANSAS,HUMAN_SERVICES,STATE
3038,Association Of American Cancer Institutes,PENNSYLVANIA,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,STATE
3039,Womens Foundation For A Greater Memphis,TENNESSEE,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3040,South Carolina Aquarium,SOUTH_CAROLINA,ANIMAL_RELATED,STATE
3041,Greenville Renewable Energy Education Charter School,SOUTH_CAROLINA,K_12,
3042,Providence Milwaukie Foundation,WASHINGTON,HEALTH_CARE,
3043,Michigan Automobile Insurance Placement Facility,MICHIGAN,UNCATEGORIZED,STATE
3044,Transitional Learning Center At Galveston,TEXAS,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
3045,International Medical Help Society Inc,TEXAS,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,NATIONAL
3046,Dallas Symphony Foundation,TEXAS,ARTS_CULTURE_HUMANITIES,STATE
3047,Mary Free Bed Fund,MICHIGAN,HEALTH_CARE,
3048,Hobart Preservation Foundation,CALIFORNIA,ARTS_CULTURE_HUMANITIES,NATIONAL
3049,Ravenwood Mental Health Center,OHIO,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
3050,Internatiional Association Of Fire Fighters,CALIFORNIA,OTHER,NATIONAL
3051,Business Arts Plaza Inc,CALIFORNIA,UNCATEGORIZED,NATIONAL
3052,Fisher Titus Affiliated Services,OHIO,UNCATEGORIZED,
3053,Academy For Urban Scholars,OHIO,K_12,
3054,Bethany House Of Nassau County Corporation,NEW_YORK,HOUSING_SHELTER,NATIONAL
3055,Green Mountain Community Networkinc,VERMONT,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,
3056,Kipp Bay Area Schools,CALIFORNIA,K_12,STATE
3057,International Fertilizer Development Center,ALABAMA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,NATIONAL
3058,Montgomery Baptist Outreach Services Corporation,ALABAMA,HEALTH_CARE,
3059,Charles School,OHIO,K_12,STATE
3060,Academy Prep Center Of St Petersburg Inc,FLORIDA,K_12,STATE
3061,Minikahda Club,MINNESOTA,OTHER,NATIONAL
3062,Better Business Bureau Of Central Ohio Inc,OHIO,OTHER,
3063,Phoebe Physician Group Inc,GEORGIA,HEALTH_CARE,
3064,Mt Healthy Christian Home Inc,OHIO,RELIGION_RELATED,NATIONAL
3065,Margaret Woodbury Strong Museum Charitable Trust,ILLINOIS,ARTS_CULTURE_HUMANITIES,STATE
3066,Orcas Power Light Cooperative,WASHINGTON,OTHER,
3067,Dameron Hospital Association,CALIFORNIA,HEALTH_CARE,NATIONAL
3068,Catholic Charities Diocese Of Charlotte,NORTH_CAROLINA,HUMAN_SERVICES,NATIONAL
3069,Merkos L Inyounei Chinuch Lubavitch Of Indiana Inc,INDIANA,OTHER,
3070,Downtown San Diego Partnership,CALIFORNIA,UNCATEGORIZED,NATIONAL
3071,National Retail Federation Inc,DISTRICT_OF_COLUMBIA,UNCATEGORIZED,
3072,Family Counseling Center Inc,ILLINOIS,HUMAN_SERVICES,
3073,Explore New York Corp,NEW_YORK,ARTS_CULTURE_HUMANITIES,NATIONAL
3074,Pewabic Society Inc,MICHIGAN,ARTS_CULTURE_HUMANITIES,STATE
3075,Wayne Country Day School,NORTH_CAROLINA,K_12,STATE
3076,Glendale Arts,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
3077,Artsplus,NORTH_CAROLINA,ARTS_CULTURE_HUMANITIES,NATIONAL
3078,Givens Estates Inc,NORTH_CAROLINA,HEALTH_CARE,
3079,Howard University International Inc,DISTRICT_OF_COLUMBIA,HIGHER_EDUCATION,NATIONAL
3080,Communicare Health Centers,CALIFORNIA,HEALTH_CARE,STATE
3081,George Fox University,OREGON,HIGHER_EDUCATION,STATE
3082,Greeley Weld County Economic Development Action Partnership In,COLORADO,UNCATEGORIZED,
3083,Overton Park Conservancy,TENNESSEE,RECREATION_SPORTS,
3084,Nethope Inc,VIRGINIA,INTERNATIONAL_FOREIGN_AFFAIRS_NATIONAL_SECURITY,
3085,Springs Rescue Mission,COLORADO,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
3086,Thread Capital,NORTH_CAROLINA,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,
3087,The Geneva School Inc,FLORIDA,K_12,
3088,Mercy Crest And Housing Inc,ARKANSAS,UNCATEGORIZED,
3089,Barbara Olson Center Of Hope,ILLINOIS,HUMAN_SERVICES,STATE
3090,Crown Point Community Foundation Inc,INDIANA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3091,Breckinridge Health Inc,KENTUCKY,HEALTH_CARE,NATIONAL
3092,Japanese American Cultural And Community Center,CALIFORNIA,ARTS_CULTURE_HUMANITIES,
3093,Pittsburgh Golf Club,PENNSYLVANIA,OTHER,
3094,Acts Legacy Foundation Inc,PENNSYLVANIA,HOUSING_SHELTER,NATIONAL
3095,The Little Dolphin School Foundation,MAINE,K_12,
3096,Temple Christian Schools Of Fort Worth Inc,TEXAS,K_12,STATE
3097,Muslim Public Affairs Council Foundation,CALIFORNIA,CIVIL_RIGHTS_SOCIAL_ACTION_ADVOCACY,
3098,Testengeer Inc Benefit And Trust,TEXAS,OTHER,
3099,The Omprakash Foundation,WASHINGTON,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,STATE
3100,Ferris State University,MICHIGAN,HIGHER_EDUCATION,NATIONAL
3101,City Of Sumter Housing Economic Developement Corporation,SOUTH_CAROLINA,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,
3102,Richmond Christian School Inc,VIRGINIA,K_12,STATE
3103,Israel Healthcare Foundation,NEW_YORK,HEALTH_CARE,STATE
3104,Whirlpool Collective Impact Fund,MICHIGAN,COMMUNITY_IMPROVEMENT_CAPACITY_BUILDING,
3105,Medhealth,TEXAS,HEALTH_CARE,STATE
3106,Manna Cafe Ministries,TENNESSEE,FOOD_AGRICULTURE_NUTRITION,NATIONAL
3107,Insight At San Joaquin,CALIFORNIA,K_12,
3108,Scottish Rite Masonic Museum Library Inc,MASSACHUSETTS,ARTS_CULTURE_HUMANITIES,
3109,Growth Capital Corp,OHIO,OTHER,NATIONAL
3110,North Oklahoma County Mental Health Center,OKLAHOMA,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
3111,Gulf States Conference Of Sd As,ALABAMA,UNCATEGORIZED,NATIONAL
3112,Connecticut Childrens Medical Center Foundation Inc,CONNECTICUT,HEALTH_CARE,
3113,Seward Association For The Advancement Of Marine Science,ALASKA,ANIMAL_RELATED,NATIONAL
3114,Western Penna Chapter National Jnt Apprent Commit,PENNSYLVANIA,UNCATEGORIZED,
3115,Beechmont Inc,OHIO,UNCATEGORIZED,
3116,Bonnet Springs Park Inc,FLORIDA,RECREATION_SPORTS,
3117,Community Hospital Of Brazosport,TEXAS,HEALTH_CARE,
3118,Cincinnati Better Business Bureau Inc,OHIO,OTHER,STATE
3119,International Service Fellowship Usa,PENNSYLVANIA,RELIGION_RELATED,NATIONAL
3120,Womens Fund Of Greater Omaha Inc,NEBRASKA,HUMAN_SERVICES,STATE
3121,Baylor Medical Center At Irving,TEXAS,HEALTH_CARE,
3122,Pocket Testament League Inc,PENNSYLVANIA,RELIGION_RELATED,NATIONAL
3123,American Hospital Association Inc,ILLINOIS,OTHER,NATIONAL
3124,Bais Yaakov High School Of Chicago,ILLINOIS,K_12,
3125,National Council Of State Housing Agencies,DISTRICT_OF_COLUMBIA,OTHER,
3126,Our Lady Of Guadalupe Radio Inc,OHIO,RELIGION_RELATED,STATE
3127,Spring Branch Community Health Center,TEXAS,HEALTH_CARE,
3128,Home Of New Vision,MICHIGAN,MENTAL_HEALTH_CRISIS_INTERVENTION,STATE
3129,Open Arms Perinatal Services,WASHINGTON,HUMAN_SERVICES,NATIONAL
3130,Better Business Bureau Inc,CALIFORNIA,OTHER,
3131,Arizona Recreation Center For The Handicapped,ARIZONA,UNCATEGORIZED,
3132,Quilceda Community Services,WASHINGTON,HUMAN_SERVICES,
3133,Structural Building Components Association,WISCONSIN,OTHER,STATE
3134,Us Navy Memorial Foundation,DISTRICT_OF_COLUMBIA,ARTS_CULTURE_HUMANITIES,STATE
3135,Nantucket Conservation Foundation Inc,MASSACHUSETTS,ENVIRONMENT,STATE
3136,Springboard For The Arts,MINNESOTA,ARTS_CULTURE_HUMANITIES,STATE
3137,Automobile Club Of Southern Calif,CALIFORNIA,OTHER,
3138,Lundquist Institute For Biomedical Innovation At Harbor Ucla Medical,CALIFORNIA,MEDICAL_RESEARCH,NATIONAL
3139,Jewish Family Service Of Stamford Inc,CONNECTICUT,MENTAL_HEALTH_CRISIS_INTERVENTION,
3140,Capital Access Group Inc,CALIFORNIA,UNCATEGORIZED,STATE
3141,Cascadia Behavioral Healthcare Inc,OREGON,MENTAL_HEALTH_CRISIS_INTERVENTION,NATIONAL
3142,G 4 S Secure Solutions Usa Group Insurance Program For Empl Deps,FLORIDA,UNCATEGORIZED,STATE
3143,Souris Valley Special Services,NORTH_DAKOTA,K_12,NATIONAL
3144,Wind River Ministries Inc,COLORADO,RELIGION_RELATED,STATE
3145,Boys Girls Clubs Of Benton And Franklin Counties,WASHINGTON,YOUTH_DEVELOPMENT,
3146,Saint Francis Health System Inc,OKLAHOMA,HEALTH_CARE,
3147,Colorado Childrens Campaign Inc,COLORADO,YOUTH_DEVELOPMENT,STATE
3148,The Fort Wayne Rescue Mission Ministries Inc,INDIANA,HOUSING_SHELTER,
3149,The Florida Center For Children And Youth Inc,FLORIDA,HUMAN_SERVICES,
3150,Southwest Airlines Pilots Association,TEXAS,OTHER,
3151,Lindbergh City Center Owners Association Inc,GEORGIA,CRIME_LEGAL_RELATED,
3152,Bradley Angle,OREGON,HUMAN_SERVICES,NATIONAL
3153,Madison Healthcare Services,MINNESOTA,HEALTH_CARE,
3154,Girl Scouts Of Central Illinois Inc,ILLINOIS,YOUTH_DEVELOPMENT,NATIONAL
3155,Jewish Union Foundation Inc,NEW_YORK,HUMAN_SERVICES,NATIONAL
3156,Walden School Corporation,KENTUCKY,K_12,STATE
3157,Summit Academy Toledo,OHIO,K_12,
3158,National Pediatric Cancer Foundation Inc,FLORIDA,MEDICAL_RESEARCH,
3159,Yelm Community Services,WASHINGTON,HUMAN_SERVICES,
3160,Life Action Ministries,MICHIGAN,RELIGION_RELATED,NATIONAL
3161,Faust Distributing Company Inc Employee Benefit Plan Trust,TEXAS,OTHER,STATE
3162,Beverly J Searles Foundation,GEORGIA,FOOD_AGRICULTURE_NUTRITION,
3163,Cure International Inc,MICHIGAN,HEALTH_CARE,STATE
3164,Citizens Options Unlimited Inc,NEW_YORK,UNCATEGORIZED,
3165,Damar Foundation Inc,INDIANA,HUMAN_SERVICES,NATIONAL
3166,Jewish Federation Of Metropolitan Chicago,ILLINOIS,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3167,Boys Girls Clubs Of Southeastern Michigan,MICHIGAN,YOUTH_DEVELOPMENT,
3168,Young Womens Resource Center,IOWA,HUMAN_SERVICES,
3169,Community Homeless Solutions,CALIFORNIA,HOUSING_SHELTER,STATE
3170,Shared Use Mobility Center,ILLINOIS,SOCIAL_SCIENCE,NATIONAL
3171,Delaware Academy For Public Safety And Security Inc,DELAWARE,K_12,
3172,Rochester Beacon Academy,MINNESOTA,K_12,
3173,St Luke Foundation,MISSISSIPPI,HEALTH_CARE,
3174,Penney Retirement Community Inc,FLORIDA,HUMAN_SERVICES,
3175,Mountain Area Land Trust,COLORADO,ENVIRONMENT,
3176,Tacoma Pierce County Blood Bank,WASHINGTON,HEALTH_CARE,NATIONAL
3177,Jobkeeper Alliance,ALABAMA,EMPLOYMENT,STATE
3178,South Central Community Action Agency,MISSISSIPPI,HUMAN_SERVICES,
3179,Key Biscayne Community Foundation Inc,FLORIDA,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3180,Tampa School Development Corporation,FLORIDA,K_12,NATIONAL
3181,Denver Academy Of Torah,COLORADO,K_12,
3182,Tisch Multiple Sclerosis Research Center Of New York Inc,NEW_YORK,MEDICAL_RESEARCH,
3183,Canine Companions,CALIFORNIA,HUMAN_SERVICES,
3184,Saginaw Community Foundation,MICHIGAN,PHILANTHROPY_VOLUNTARISM_GRANTMAKING_FOUNDATIONS,
3185,Utah Medical Association,UTAH,OTHER,STATE
3186,Rbc Ministries,MICHIGAN,RELIGION_RELATED,STATE
3187,Society Of Architectural Historians,ILLINOIS,ARTS_CULTURE_HUMANITIES,NATIONAL
3188,Breast Cancer Foundation Of The Ozarks,MISSOURI,VOLUNTARY_HEALTH_ASSOCIATIONS_MEDICAL_DISCIPLINES,NATIONAL
3189,Immanuel,NEBRASKA,HEALTH_CARE,
3190,Tuscarora Intermediate Unit Capital Insurance Trust,PENNSYLVANIA,OTHER,
3191,Faith House Inc,LOUISIANA,HUMAN_SERVICES,STATE
